address,amenities,bathrooms,city,cleaning_fee_native,description,host_id,host_name,lat,listing_id,lng,min_nights,monthly_price_factor,name,price,property_type,reviewee_count,space,summary,ts
"Santa Clara, CA, United States","[TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Smart lock, Private entrance, Long term stays allowed]",2.0,Santa Clara,255,"Santa Clara, also known as ""The Mission City"" is home to great shopping, dining and several different types of entertainment and fun things to do. Residents have easy access to more than 23 miles of bike lanes throughout the city plus almost ten miles of recreational paths. Santa Clara also is home to Levi's Stadium and the NFL's 49ers, several museums and the annual Art & Wine Festival held in the city's Central Park. Santa Clara...

Enjoy a stay with Zeus! We have 400+ reviews (see below).

Santa Clara, also known as ""The Mission City"" is home to great shopping, dining and several different types of entertainment and fun things to do. Residents have easy access to more than 23 miles of bike lanes throughout the city plus almost ten miles of recreational paths. Santa Clara also is home to Levi's Stadium and the NFL's 49ers, several museums and the annual Art & Wine Festival held in the city's Central Park. Santa Clara truly offers something for everyone.",48005494,Zeus,37.358021318,13576904,-121.983483057,30,1.0,Home close to Shops and Entertainment,180,House,437,"Santa Clara, also known as ""The Mission City"" is home to great shopping, dining and several different types of entertainment and fun things to do. Residents have easy access to more than 23 miles of bike lanes throughout the city plus almost ten miles of recreational paths. Santa Clara also is home to Levi's Stadium and the NFL's 49ers, several museums and the annual Art & Wine Festival held in the city's Central Park. Santa Clara truly offers something for everyone.","Santa Clara, also known as ""The Mission City"" is home to great shopping, dining and several different types of entertainment and fun things to do. Residents have easy access to more than 23 miles of bike lanes throughout the city plus almost ten miles of recreational paths. Santa Clara also is home to Levi's Stadium and the NFL's 49ers, several museums and the annual Art & Wine Festival held in the city's Central Park. Santa Clara...

Enjoy a stay with Zeus! We have 400+ reviews (see below).",2018-08-24 23:14:05.215936
"San Francisco, CA, United States","[TV, Internet, Wifi, Kitchen, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace]",1.0,San Francisco,165,"This charming renovated 1BR is a few minutes walk to the center of Hayes Valley, one of SF's hottest neighborhoods with hip upscale shops, restaurants and bars. Enjoy dinner at Absinthe or Suppenkuche and then have some wine at Noir Lounge or a beer at Brass Tacks. You'll also have easy access to SF's bustling downtown and the startups of SOMA and Mission.

Enjoy a stay with Zeus! We have 400+ reviews (see below).

When you stay in a Zeus property you will be met with top notch amenities including premium mattresses and bedding, E&O organic bath products, towels, a fully equipped kitchen, super-fast wifi, and cable TV. Our staff is on call should anything come up that needs our attention or that can make your stay more enjoyable.

• Street facing; has a good amount of street noise.
• Some loud pipes.
• There is construction across the street, so there is morning and daytime construction noise.",48005494,Zeus,37.7706624749,24182769,-122.42602668,30,,Hayes Valley 1 Bedroom with Modern Design,161,Apartment,437,"When you stay in a Zeus property you will be met with top notch amenities including premium mattresses and bedding, E&O organic bath products, towels, a fully equipped kitchen, super-fast wifi, and cable TV. Our staff is on call should anything come up that needs our attention or that can make your stay more enjoyable.","This charming renovated 1BR is a few minutes walk to the center of Hayes Valley, one of SF's hottest neighborhoods with hip upscale shops, restaurants and bars. Enjoy dinner at Absinthe or Suppenkuche and then have some wine at Noir Lounge or a beer at Brass Tacks. You'll also have easy access to SF's bustling downtown and the startups of SOMA and Mission.

Enjoy a stay with Zeus! We have 400+ reviews (see below).",2018-08-24 23:14:05.215936
"New York City, NY, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Pets allowed, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Long term stays allowed, Host greets you]",1.0,New York City,122,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There's plenty to offer within walking distance. Try out The Bailey Pub and Brasserie or The Trading Post for some of NYC's best dining. Check out some major city attractions like the World Trade Center or One World Observatory. To explore the rest of the city, head to the Fulton Street Subway Station just a few blocks away.

In Lower Manhattan, the Financial District is one of New York City's most recognizable neighborhoods. Home to Wall Street and stunning high-rises, the city has seen some of the country's greatest accomplishments, although it's not all business. FiDi's residential life has grown rapidly, and there's plenty to explore in this bustling and historic area.

Drivers can find paid parking options nearby, but please be mindful of street signs.

Pets are allowed in this building for an additional fee.

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.",12243051,Sonder,40.7079096896,23874025,-74.0054480691,30,1.0,Airy 1BR in FiDi by Sonder,172,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.",2018-08-24 23:14:05.215936
"San Jose, CA, United States","[TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Doorman, Gym, Elevator, Free street parking, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Long term stays allowed, Paid parking on premises]",2.0,San Jose,99,"The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.

Type: 2BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50

*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-2 Queen Beds + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security

Guests of Urban Flat will have access to all building amenities. 
-Pool
-Spa
-Fitness Center
-Business Center
-Fire pits
-Cabanas

We're available 24/7 via Text | Email | Emergency Phone Line
-Your Flat however, is 100% private and belongs to you while our guest.

*Area Highlights*
-Located in the Heart of the Silicon Valley
-Convenient Transport Links (Freeway + Caltrain)
-Travel Time to SJC: 10
-Travel Time to SFO: 40
-Travel Time to San Francisco: 50
-Walkable + Safe Neighborhood
-Restaurants, Markets, Bars, Shopping - > 5 Minutes

This Flat Location is Uber/Lyft Accessible & Close to Major Transport Links

- Stays of 30+ days cannot be booked more than 1-year in advance
- Short-term stays are subject to a 30-day booking window in most cases
- Flat may vary slightly in floorplan, furnishings, or view
- No Onsite Luggage Storage
- No Filming or Commercial Photo-shoots without written consent 
- Self Check-in Process

*The Urban Flat Advantage*
-Streamlined Self-Check-in Process
-24/7 Guest Support
-On-Demand Cleaning Available @ $99/per
-100% Private Apartment

*What’s Next*
Submit a Booking Request → We’ll Accept & Confirm → Self-Check-In Instructions Sent via Text & Email 24-hours Prior to Arrival → Use Instructions to Access your Urban Flat → Welcome Home.",2917744,Urban Flat,37.405231373,10524152,-121.931789529,5,,Private & Clean - Large 2BR Urban Flat in SV @SJ,199,Apartment,2331,"Type: 2BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50

*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-2 Queen Beds + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security","The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.",2018-08-24 23:14:05.215936
"Chicago, IL, United States","[TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private entrance, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove]",1.0,Chicago,129,"This charming apartment offers a modern kitchen, a vibrant living room, and warm, modern decor. Located in Lake View, a 10-minute walk to the Belmont El station.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

Discover central Lakeview by taking to it on foot. Situated on one of Chicago's main commercial arteries, Belmont, you're set to explore the strip for great shopping and eats all the way to the the shores of Lake Michigan. 

Not only is Lakeview full of hip restaurants and bars, it’s also got some of the best views in the city since its eastern border ends at Lake Michigan. Nearby Lincoln Park also has a lovely harbor, tennis courts, a beach and jogging trails.

A mere 10 minute walk to the Belmont El station where you can catch the Red, Brown, or Purple line. You can be in the Loop in 20 min! If you're coming by car, there’s 2-3 hour paid street parking in front of the building. For overnight parking there’s a 24hr paid parking lot nearby.

This Sonder is a 2 floor walk-up with stair access only, and no elevator.",12243051,Sonder,41.9388888517,16517889,-87.6613506512,2,,Bohemian 2BR in Lake View by Sonder,79,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","This charming apartment offers a modern kitchen, a vibrant living room, and warm, modern decor. Located in Lake View, a 10-minute walk to the Belmont El station.",2018-08-24 23:14:05.215936
"Chicago, IL, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed]",2.0,Chicago,150,"At this Sonder, you'll love the expansive living area, lovely architectural details, and spacious master bathroom. Located in Lincoln Park, near the famed Chicago Zoo, restaurants and nightlife.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

This lakeside neighborhood is full to burst with local culture. Spend the day at the Lincoln Park Conservatory or browsing for vinyl at Dave's Records. For dinner, don't miss farm-to-table foodie-destination North Pond nestled at the heart of the park itself. There are no shortage of blues clubs for the musically-inclined, or laugh it up at Lincoln Park's famed improv comedy club, The Second City.  

Named for the huge green space that lines the shore of Lake Michigan, the Lincoln Park neighborhood is home to the Lincoln Park Zoo, lakes and biking paths, as well as some of the city's best restaurants and nightlife.

A short walk to the Fullerton subway station connects you to the Brown, Purple, and Red lines.

This Sonder is a 2nd floor walk-up with stair access only, and no elevator.

The parking at your Sonder is very tight and cannot accommodate oversized vehicles.",12243051,Sonder,41.9283674392,19621987,-87.6478922215,2,0.75,Incredible 3BR in Lincoln Park by Sonder,180,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","At this Sonder, you'll love the expansive living area, lovely architectural details, and spacious master bathroom. Located in Lincoln Park, near the famed Chicago Zoo, restaurants and nightlife.",2018-08-24 23:14:05.215936
"Los Angeles, CA, United States","[TV, Cable TV, Internet, Wifi, Kitchen, Heating, Family/kid friendly, Smoke detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed]",1.0,Los Angeles,74,"This chic apartment features an mid-century style decor, a stunningly renovated kitchen, and a bright terrace. Located in Venice Beach, a quick walking distance from Abbot Kinney Blvd, Muscle Beach, and world-class restaurants and bars.

Once you step inside this cool one bedroom we're sure you'll have found your happy place! This apartment features a cool open-plan design, where a sleek and modern kitchen transitions seamlessly into a calm and comfortable living room. After a day of exploring L.A. feel free to relax in your queen-size bed or on your terrace! During your stay with us you're guaranteed to have a whale of a good time. 

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

This apartment is only a few minutes away from both the Venice Beach Boardwalk and the canals that this neighborhood emulated from its Italian namesake. You're also only moments away from some of L.A.'s best shopping and dining. Check out nearby Abbot Kinney Boulevard for its unique local boutiques! After you've hit up some storefronts you can replenish your energy at Lemonade, which offers up new American-style cuisine. If you're looking for brunch try out local favorite Gjelina. For a cocktail and a view of the Pacific, head over to High Rooftop Lounge!

Venice Beach is LA's trendiest neighborhood, period. Enjoy iconic LA experiences, including Muscle Beach, surfing, shopping, and people watching. Its main street, Abbot Kinney Blvd., has been described as ""the coolest block in America"" by GQ.

You'll easily be able to travel throughout Venice Beach on foot. If you're traveling by car there's also a free parking lot only moments away.

Your Sonder's keys will be found in a lockbox and we'll be sending you detailed access information three days before your stay. If you need any help just give us a call.

This Sonder does not have air conditioning, but we'll provide fans for each of the rooms that you can use during your stay.

This Sonder doesn't have laundry facilities. If you'd like we can arrange for your laundry to be picked up anytime.

This is a garden-level Sonder with stair access only, and no elevator.",12243051,Sonder,33.9891142471,14351665,-118.471355423,2,,Hip 1BR in Venice Beach by Sonder,129,Apartment,19807,"Once you step inside this cool one bedroom we're sure you'll have found your happy place! This apartment features a cool open-plan design, where a sleek and modern kitchen transitions seamlessly into a calm and comfortable living room. After a day of exploring L.A. feel free to relax in your queen-size bed or on your terrace! During your stay with us you're guaranteed to have a whale of a good time. 

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","This chic apartment features an mid-century style decor, a stunningly renovated kitchen, and a bright terrace. Located in Venice Beach, a quick walking distance from Abbot Kinney Blvd, Muscle Beach, and world-class restaurants and bars.",2018-08-24 23:14:05.215936
"San Francisco, CA, United States","[TV, Cable TV, Wifi, Kitchen, Pets allowed, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Long term stays allowed, Paid parking on premises]",1.0,San Francisco,101,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There’s plenty to offer within walking distance. Try out Cellarmaker Brewing Co. or Zuni Café for some of San Francisco's best dining. For shopping, head to Westfield San Francisco Centre. To explore the rest of the city, head to the Civic Center Metro Station.

SoMA, or South of Market, is a fast growing centrally located neighborhood filled with brand new high-rises with a vibrant nightlife. It is the home to many of the city's museums, the headquarters of several major software and Internet companies, and the Moscone Conference Center.

Parking is available upon request for an additional fee.

This Sonder does not have air conditioning, but we can provide fans for each of the rooms that you can use during your stay. 

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.",12243051,Sonder,37.7768832917,20089568,-122.415565031,30,1.0,Sophisticated 1BR in SoMA by Sonder,155,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.",2018-08-24 23:14:05.215936
"San Diego, CA, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed]",2.0,San Diego,147,"At this Sonder, you'll love the intricate decor, garage door style windows, and fully-equipped kitchen. Located in North Park, one of San Diego's trendiest neighborhoods, you're 5 minutes from Balboa Park and the zoo.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

There's plenty to offer within walking distance. Try The Smoking Goat or Tostadas North Park for some of San Diego's best dining. For shopping, head to University Avenue. To experience the rest of the city, take the bus just steps away.

North Park has been named one of America's best hippest neighborhoods by Forbes, and it's easy to see why. The area offers a diverse array of restaurants, cafes, microbreweries, and boutiques, not to mention the vibrant farmer's market and the Ray Street Arts District, which is full of local galleries and studios.

This Sonder includes one private parking space in a garage. For additional cars, drivers can find free street parking nearby, but please be mindful of street signs.

Due to new development, you may encounter some construction that may be audible from your Sonder, Monday through Friday from 7:30AM - 3PM.

This Sonder is a 2nd floor walk-up with stair access only, and no elevator.",12243051,Sonder,32.7491922909,22448508,-117.139498076,2,0.75,Architectural 2BR in North Park by Sonder,699,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","At this Sonder, you'll love the intricate decor, garage door style windows, and fully-equipped kitchen. Located in North Park, one of San Diego's trendiest neighborhoods, you're 5 minutes from Balboa Park and the zoo.",2018-08-24 23:14:05.215936
"San Jose, CA, United States","[TV, Internet, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Smart lock]",2.5,San Jose,250,"San Jose is the hub of California's Silicon Valley and home to the Tech Museum of Innovation as well as almost one million people. Just off North Jackson Avenue, an attractive, on-trend neighborhood sits nestled between Interstate 680 and Berryessa Road. This rental home is in the heart of this community, a multi-level house with 1,297 square feet of living space, 2 bedrooms, 2.5 bathrooms, and an attached garage. The rental also...

Enjoy a stay with Zeus! We have 400+ reviews (see below).

San Jose is the hub of California's Silicon Valley and home to the Tech Museum of Innovation as well as almost one million people. Just off North Jackson Avenue, an attractive, on-trend neighborhood sits nestled between Interstate 680 and Berryessa Road. This rental home is in the heart of this community, a multi-level house with 1,297 square feet of living space, 2 bedrooms, 2.5 bathrooms, and an attached garage. The rental also includes high-speed internet access.

Multi-Level Living with Bright Design

Step into the large, welcoming foyer at this property. The tiled space is light and airy, offering access to the home's attached garage and lower level storage closet. Up a carpeted flight of stairs is the main living space with convenient half bath located off the main room. The living room décor is modern and comfortable with ample seating for entertaining and wood floors. Patio access via sliding glass doors is through this room. The home's patio is covered and great place to relax any time day or night.

The living room flows into the dining area that easily sits 4 to 6 and connects into the stylishly updated kitchen. The kitchen features:

* Eat-in counter area with 2 stools
* Expansive countertops
* White cabinets with stainless steel accents
* Mosaic tiled backsplash

The rental also includes kitchen essentials such as pots, pans, knives, utensils, and cups. The home's laundry facilities are adjacent to the kitchen, a stacked washer and dryer.

Upper Level Bedrooms and Bathrooms

Two bedrooms and two full baths are found in the carpeted, upper level of the home. The spacious master bedroom boasts natural light, elegant décor, and an adjoining bath to complete the suite. The master bath impresses with a double-sink vanity, a glass-enclosed shower, and water closet with pocket door for privacy. The master bedroom suite also includes a large walk-in closet with built-in organizer.

The second bedroom also enjoys plenty of natural light and a large closet for personal storage. This bedroom pairs with the second upstairs bathroom, a full bath with attractive updates and vanity storage.

Central San Jose and Local Amenities

This home is part of a charming neighborhood with a community courtyard located just outside the house. This area includes seating, tables, and green space. It's only two blocks from Berryessa Road and North Jackson, where residents can find public transport. The Mineta San Jose International Airport is 4.7 miles away, about 13 minutes by car.

The Alum Rock Park is 5 miles away from this property, about a 16 minute drive. Alum Rock Park is California's first municipal park, originally founded in 1872. It spans 720 acres and is accessed from the Penitencia Creek Road.

Other local amenities to this area of San Jose include:

* Penitencia Creek County Park on Maybury Road (1.6 miles, about 6 minutes by car)
* San Jose Flea Market on Berryessa Road (1.4 miles, about 5 minutes by car)
* 99 Ranch Market on Hostetter Road (1.8 miles, about 6 minutes by car)

On Berryessa Road, less than one mile from this home (about a 14 minute walk) are businesses that include CVS Pharmacy, Lee's Sandwiches, the Jade China restaurant, and Bank of America.",48005494,Zeus,37.3820417544,15496522,-121.863124418,31,,Home with Modern Design,144,Townhouse,437,"San Jose is the hub of California's Silicon Valley and home to the Tech Museum of Innovation as well as almost one million people. Just off North Jackson Avenue, an attractive, on-trend neighborhood sits nestled between Interstate 680 and Berryessa Road. This rental home is in the heart of this community, a multi-level house with 1,297 square feet of living space, 2 bedrooms, 2.5 bathrooms, and an attached garage. The rental also includes high-speed internet access.

Multi-Level Living with Bright Design

Step into the large, welcoming foyer at this property. The tiled space is light and airy, offering access to the home's attached garage and lower level storage closet. Up a carpeted flight of stairs is the main living space with convenient half bath located off the main room. The living room décor is modern and comfortable with ample seating for entertaining and wood floors. Patio access via sliding glass doors is through this room. The home's patio is covered and great place to relax any time day or night.

The living room flows into the dining area that easily sits 4 to 6 and connects into the stylishly updated kitchen. The kitchen features:

* Eat-in counter area with 2 stools
* Expansive countertops
* White cabinets with stainless steel accents
* Mosaic tiled backsplash

The rental also includes kitchen essentials such as pots, pans, knives, utensils, and cups. The home's laundry facilities are adjacent to the kitchen, a stacked washer and dryer.

Upper Level Bedrooms and Bathrooms

Two bedrooms and two full baths are found in the carpeted, upper level of the home. The spacious master bedroom boasts natural light, elegant décor, and an adjoining bath to complete the suite. The master bath impresses with a double-sink vanity, a glass-enclosed shower, and water closet with pocket door for privacy. The master bedroom suite also includes a large walk-in closet with built-in organizer.

The second bedroom also enjoys plenty of natural light and a large closet for personal storage. This bedroom pairs with the second upstairs bathroom, a full bath with attractive updates and vanity storage.

Central San Jose and Local Amenities

This home is part of a charming neighborhood with a community courtyard located just outside the house. This area includes seating, tables, and green space. It's only two blocks from Berryessa Road and North Jackson, where residents can find public transport. The Mineta San Jose International Airport is 4.7 miles away, about 13 minutes by car.

The Alum Rock Park is 5 miles away from this property, about a 16 minute drive. Alum Rock Park is California's first municipal park, originally founded in 1872. It spans 720 acres and is accessed from the Penitencia Creek Road.

Other local amenities to this area of San Jose include:

* Penitencia Creek County Park on Maybury Road (1.6 miles, about 6 minutes by car)
* San Jose Flea Market on Berryessa Road (1.4 miles, about 5 minutes by car)
* 99 Ranch Market on Hostetter Road (1.8 miles, about 6 minutes by car)

On Berryessa Road, less than one mile from this home (about a 14 minute walk) are businesses that include CVS Pharmacy, Lee's Sandwiches, the Jade China restaurant, and Bank of America.","San Jose is the hub of California's Silicon Valley and home to the Tech Museum of Innovation as well as almost one million people. Just off North Jackson Avenue, an attractive, on-trend neighborhood sits nestled between Interstate 680 and Berryessa Road. This rental home is in the heart of this community, a multi-level house with 1,297 square feet of living space, 2 bedrooms, 2.5 bathrooms, and an attached garage. The rental also...

Enjoy a stay with Zeus! We have 400+ reviews (see below).",2018-08-24 23:14:05.215936
